"X","Y","C1hA","0kxZ","tvMX","OlYb","7rk5","F39L","VNSF","tkxI"
"22.0","20.0","-96","-90","-96","-80","-83","-84","-84","-96"
"22.0","20.0","-96","-90","-94","-80","-98","-84","-84","-95"
"22.0","20.0","-96","-90","-94","-80","-98","-84","-86","-95"
"22.0","20.0","-96","-95","-98","-80","-86","-85","-86","-95"
"22.0","20.0","-96","-95","-95","-82","-86","-84","-85","-90"
"22.0","20.0","-96","-89","-97","-79","-86","-84","-86","-95"
"22.0","20.0","-96","-98","-97","-79","-86","-84","-86","-95"
"22.0","20.0","-96","-98","-95","-80","-86","-84","-86","-95"
"22.0","20.0","-96","-98","-95","-80","-84","-84","-86","-95"
"22.0","20.0","-96","-90","-95","-78","-84","-84","-86","-95"
"22.0","20.0","-96","-90","-95","-80","-85","-84","-84","-97"
"22.0","20.0","-95","-90","-95","-80","-85","-90","-84","-97"
"22.0","20.0","-95","-96","-95","-80","-84","-90","-83","-97"
"22.0","20.0","-95","-96","-96","-78","-84","-90","-85","-97"
"22.0","20.0","-95","-96","-96","-78","-84","-83","-85","-90"
"22.0","20.0","-94","-89","-96","-78","-84","-83","-85","-90"
"22.0","20.0","-94","-89","-96","-82","-84","-83","-85","-90"
"22.0","20.0","-94","-89","-96","-82","-84","-83","-85","-96"
"22.0","20.0","-94","-97","-96","-82","-84","-83","-85","-96"
"22.0","20.0","-94","-97","-96","-82","-84","-84","-85","-96"
"22.0","20.0","-94","-97","-96","-82","-84","-84","-85","-96"
"22.0","20.0","-94","-97","-96","-79","-84","-84","-85","-96"
"22.0","20.0","-94","-97","-96","-79","-84","-84","-85","-96"
"22.0","20.0","-100","-97","-96","-79","-83","-85","-85","-96"
"22.0","20.0","-100","-98","-96","-82","-83","-84","-85","-96"
"22.0","20.0","-100","-98","-96","-82","-83","-86","-85","-96"
"22.0","20.0","-100","-98","-96","-82","-83","-86","-85","-91"
"22.0","20.0","-100","-98","-96","-83","-102","-86","-85","-91"
"22.0","20.0","-100","-98","-94","-79","-102","-86","-85","-89"
"22.0","20.0","-100","-88","-94","-79","-102","-86","-86","-95"
"22.0","20.0","-100","-88","-94","-79","-101","-86","-86","-90"
"22.0","20.0","-100","-88","-94","-79","-84","-86","-86","-97"
"22.0","20.0","-99","-89","-94","-79","-84","-86","-84","-97"
"22.0","20.0","-99","-89","-94","-82","-84","-86","-84","-97"
"22.0","20.0","-99","-89","-94","-81","-86","-86","-84","-90"
"22.0","20.0","-99","-91","-94","-81","-86","-86","-84","-91"
"22.0","20.0","-94","-91","-95","-80","-88","-85","-88","-91"
"22.0","20.0","-99","-91","-95","-80","-88","-85","-87","-91"
"22.0","20.0","-99","-91","-96","-78","-88","-85","-87","-92"
"22.0","20.0","-99","-94","-96","-78","-88","-85","-87","-92"
"22.0","20.0","-99","-94","-96","-78","-88","-85","-88","-92"
"22.0","20.0","-99","-94","-96","-78","-86","-89","-88","-92"
"22.0","20.0","-98","-94","-96","-78","-86","-89","-88","-92"
"22.0","20.0","-98","-94","-94","-78","-97","-89","-88","-91"
"22.0","20.0","-105","-94","-94","-77","-86","-89","-88","-91"
"22.0","20.0","-105","-94","-94","-78","-86","-88","-88","-91"
"22.0","20.0","-105","-94","-94","-78","-86","-88","-88","-93"
"22.0","20.0","-105","-94","-94","-78","-86","-88","-85","-93"
"22.0","20.0","-105","-94","-96","-78","-86","-91","-85","-93"
"22.0","20.0","-105","-94","-96","-78","-97","-88","-85","-93"
"22.0","20.0","-105","-94","-96","-80","-97","-88","-85","-93"
"22.0","20.0","-105","-94","-96","-80","-97","-90","-85","-93"
"22.0","20.0","-105","-98","-96","-80","-83","-90","-85","-93"
"22.0","20.0","-105","-98","-96","-80","-83","-90","-85","-94"
"22.0","20.0","-105","-98","-96","-80","-83","-88","-85","-94"
"22.0","20.0","-105","-98","-96","-78","-86","-88","-85","-94"
"22.0","20.0","-105","-98","-96","-78","-86","-87","-85","-94"
"22.0","20.0","-105","-98","-96","-78","-82","-87","-85","-94"
"22.0","20.0","-105","-98","-96","-78","-99","-87","-85","-94"
"22.0","20.0","-105","-98","-96","-78","-99","-86","-88","-90"
"22.0","20.0","-105","-98","-96","-78","-99","-87","-88","-90"
"22.0","20.0","-105","-97","-96","-78","-82","-87","-84","-90"
"22.0","20.0","-96","-97","-96","-78","-82","-87","-84","-89"
"22.0","20.0","-96","-97","-96","-79","-82","-87","-89","-96"
"22.0","20.0","-96","-96","-96","-79","-82","-87","-84","-96"
"22.0","20.0","-96","-96","-96","-79","-82","-87","-84","-88"
"22.0","20.0","-96","-94","-96","-80","-82","-87","-84","-88"
"22.0","20.0","-96","-94","-96","-80","-105","-87","-83","-88"
"22.0","20.0","-96","-94","-96","-80","-105","-87","-83","-88"
"22.0","20.0","-96","-94","-96","-80","-83","-85","-83","-88"
"22.0","20.0","-96","-94","-96","-80","-83","-84","-83","-88"
"22.0","20.0","-96","-89","-96","-78","-83","-84","-83","-90"
"22.0","20.0","-96","-89","-96","-78","-83","-84","-83","-88"
"22.0","20.0","-100","-93","-96","-78","-83","-84","-83","-89"
"22.0","20.0","-96","-94","-95","-79","-83","-85","-83","-87"
"22.0","20.0","-104","-94","-95","-78","-83","-96","-90","-87"
"22.0","20.0","-100","-94","-95","-78","-83","-85","-90","-87"
"22.0","20.0","-100","-96","-95","-78","-83","-85","-90","-87"
"22.0","20.0","-100","-96","-95","-79","-83","-85","-90","-87"
"22.0","20.0","-100","-96","-95","-79","-83","-85","-90","-88"
"22.0","20.0","-96","-96","-95","-79","-83","-85","-86","-98"
"22.0","20.0","-96","-92","-95","-79","-83","-85","-86","-98"
"22.0","20.0","-94","-90","-95","-79","-83","-85","-86","-98"
"22.0","20.0","-94","-90","-95","-79","-83","-85","-86","-88"
"22.0","20.0","-94","-90","-95","-78","-83","-85","-86","-88"
"22.0","20.0","-94","-90","-95","-78","-88","-85","-86","-88"
"22.0","20.0","-94","-90","-95","-78","-88","-85","-86","-88"
"22.0","20.0","-94","-90","-95","-78","-88","-92","-86","-88"
"22.0","20.0","-94","-90","-93","-78","-88","-92","-83","-88"
"22.0","20.0","-94","-97","-93","-80","-88","-92","-83","-88"
"22.0","20.0","-94","-97","-93","-80","-88","-92","-83","-87"
"22.0","20.0","-94","-92","-93","-80","-88","-93","-83","-87"
"22.0","20.0","-94","-92","-93","-81","-87","-93","-88","-87"
"22.0","20.0","-94","-90","-93","-81","-87","-93","-88","-88"
"22.0","20.0","-94","-91","-93","-81","-87","-85","-88","-88"
"22.0","20.0","-94","-91","-93","-79","-87","-85","-88","-88"
"22.0","20.0","-94","-91","-92","-79","-87","-90","-88","-88"
"22.0","20.0","-94","-90","-92","-79","-87","-90","-86","-88"
"22.0","20.0","-94","-90","-92","-79","-87","-87","-83","-88"
"22.0","20.0","-94","-90","-92","-79","-87","-88","-83","-88"
"22.0","20.0","-94","-94","-92","-79","-87","-88","-86","-88"
"22.0","20.0","-94","-94","-92","-79","-87","-88","-86","-89"
"22.0","20.0","-94","-94","-92","-79","-87","-88","-86","-88"
"22.0","20.0","-94","-94","-92","-80","-87","-88","-84","-88"
"22.0","20.0","-94","-94","-92","-78","-86","-86","-84","-88"
"22.0","20.0","-97","-90","-92","-78","-86","-86","-84","-88"
"22.0","20.0","-97","-90","-92","-78","-86","-86","-83","-88"
"22.0","20.0","-97","-90","-92","-78","-88","-86","-83","-93"
"22.0","20.0","-97","-90","-92","-78","-82","-85","-83","-93"
"22.0","20.0","-97","-90","-92","-78","-82","-85","-83","-93"
"22.0","20.0","-97","-90","-92","-78","-83","-85","-87","-93"
"22.0","20.0","-97","-94","-92","-78","-83","-85","-87","-93"
"22.0","20.0","-97","-94","-92","-82","-83","-85","-87","-93"
"22.0","20.0","-97","-94","-92","-79","-83","-87","-87","-93"
"22.0","20.0","-98","-94","-93","-79","-83","-87","-87","-93"
"22.0","20.0","-98","-94","-93","-79","-87","-87","-87","-93"
"22.0","20.0","-98","-92","-93","-79","-87","-87","-87","-93"
"22.0","20.0","-100","-92","-93","-79","-87","-87","-87","-93"
"22.0","20.0","-100","-92","-93","-79","-87","-86","-87","-93"
"22.0","20.0","-100","-95","-93","-79","-87","-86","-84","-93"
"22.0","20.0","-100","-95","-98","-83","-83","-86","-84","-93"
"22.0","20.0","-101","-95","-98","-82","-83","-86","-84","-95"
"22.0","20.0","-101","-91","-98","-82","-83","-86","-84","-95"
"22.0","20.0","-101","-91","-98","-80","-83","-86","-84","-95"
"22.0","20.0","-97","-91","-98","-80","-83","-86","-84","-95"
"22.0","20.0","-97","-89","-98","-80","-83","-86","-84","-87"
"22.0","20.0","-97","-89","-98","-79","-83","-86","-84","-88"
"22.0","20.0","-97","-90","-98","-79","-83","-86","-84","-88"
"22.0","20.0","-97","-90","-98","-85","-83","-86","-83","-88"
"22.0","20.0","-96","-90","-98","-85","-83","-86","-83","-89"
"22.0","20.0","-96","-94","-98","-85","-82","-86","-83","-88"
"22.0","20.0","-96","-90","-99","-85","-82","-86","-83","-88"
"22.0","20.0","-100","-90","-99","-85","-87","-86","-83","-88"
"22.0","20.0","-96","-90","-99","-85","-87","-86","-87","-88"
"22.0","20.0","-100","-90","-99","-85","-87","-86","-87","-88"
"22.0","20.0","-100","-90","-99","-78","-87","-86","-87","-88"
"22.0","20.0","-100","-90","-99","-78","-82","-86","-84","-88"
"22.0","20.0","-100","-90","-99","-78","-82","-86","-83","-94"
"18.0","20.0","-96","-91","-100","-64","-88","-80","-96","-100"
"18.0","20.0","-96","-91","-100","-64","-88","-88","-96","-100"
"18.0","20.0","-93","-91","-100","-64","-88","-88","-96","-100"
"18.0","20.0","-93","-91","-93","-78","-88","-87","-96","-100"
"18.0","20.0","-92","-91","-93","-78","-88","-87","-96","-100"
"18.0","20.0","-97","-91","-95","-78","-88","-87","-96","-94"
"18.0","20.0","-89","-89","-98","-64","-83","-87","-96","-94"
"18.0","20.0","-92","-90","-98","-63","-83","-86","-95","-101"
"18.0","20.0","-96","-88","-94","-74","-83","-86","-95","-101"
"18.0","20.0","-96","-87","-94","-74","-88","-86","-91","-99"
"18.0","20.0","-96","-87","-94","-74","-88","-85","-91","-93"
"18.0","20.0","-96","-87","-94","-63","-88","-85","-91","-93"
"18.0","20.0","-96","-90","-94","-63","-88","-85","-91","-93"
"18.0","20.0","-89","-86","-94","-64","-89","-85","-91","-101"
"18.0","20.0","-89","-86","-98","-64","-89","-85","-95","-101"
"18.0","20.0","-89","-86","-98","-77","-90","-85","-95","-101"
"18.0","20.0","-97","-88","-99","-77","-90","-85","-95","-94"
"18.0","20.0","-97","-88","-99","-76","-83","-86","-92","-94"
"18.0","20.0","-97","-86","-99","-76","-83","-86","-92","-94"
"18.0","20.0","-97","-86","-99","-63","-83","-86","-92","-94"
"18.0","20.0","-97","-88","-94","-63","-81","-86","-97","-94"
"18.0","20.0","-97","-86","-96","-63","-81","-85","-97","-94"
"18.0","20.0","-97","-86","-96","-63","-81","-86","-97","-93"
"18.0","20.0","-89","-86","-96","-63","-81","-86","-97","-93"
"18.0","20.0","-89","-87","-96","-75","-81","-80","-92","-93"
"18.0","20.0","-89","-87","-96","-75","-81","-85","-92","-93"
"18.0","20.0","-89","-87","-97","-75","-81","-85","-92","-99"
"18.0","20.0","-89","-87","-100","-65","-81","-85","-92","-99"
"18.0","20.0","-89","-87","-100","-65","-81","-85","-92","-99"
"18.0","20.0","-91","-87","-100","-65","-81","-85","-92","-99"
"18.0","20.0","-91","-87","-96","-65","-81","-85","-92","-99"
"18.0","20.0","-91","-87","-96","-65","-84","-85","-92","-99"
"18.0","20.0","-91","-87","-96","-64","-84","-85","-92","-99"
"18.0","20.0","-91","-87","-96","-64","-84","-85","-94","-99"
"18.0","20.0","-91","-87","-96","-64","-84","-85","-94","-99"
"18.0","20.0","-91","-95","-96","-65","-84","-85","-92","-99"
"18.0","20.0","-91","-95","-96","-64","-84","-85","-92","-99"
"18.0","20.0","-91","-95","-94","-64","-84","-85","-91","-99"
"18.0","20.0","-94","-89","-94","-64","-84","-85","-95","-99"
"18.0","20.0","-94","-89","-94","-64","-90","-86","-95","-99"
"18.0","20.0","-94","-89","-94","-64","-90","-86","-95","-99"
"18.0","20.0","-90","-89","-92","-64","-90","-86","-91","-90"
"18.0","20.0","-90","-92","-92","-64","-86","-86","-91","-90"
"18.0","20.0","-90","-92","-92","-82","-86","-79","-96","-90"
"18.0","20.0","-101","-92","-95","-82","-86","-79","-96","-90"
"18.0","20.0","-101","-92","-95","-64","-86","-79","-96","-90"
"18.0","20.0","-101","-92","-97","-75","-86","-90","-96","-90"
"18.0","20.0","-101","-92","-97","-75","-86","-81","-93","-90"
"18.0","20.0","-96","-92","-97","-75","-86","-81","-93","-90"
"18.0","20.0","-96","-92","-98","-75","-87","-81","-97","-90"
"18.0","20.0","-90","-83","-98","-75","-91","-81","-97","-90"
"18.0","20.0","-90","-83","-98","-75","-84","-87","-97","-90"
"18.0","20.0","-90","-93","-95","-75","-88","-87","-90","-90"
"18.0","20.0","-90","-85","-95","-69","-88","-87","-90","-90"
"18.0","20.0","-92","-92","-95","-69","-88","-87","-93","-90"
"18.0","20.0","-87","-92","-93","-69","-88","-87","-90","-90"
"18.0","20.0","-87","-92","-93","-66","-88","-81","-97","-90"
"18.0","20.0","-87","-86","-93","-66","-88","-81","-93","-90"
"18.0","20.0","-87","-93","-93","-66","-84","-85","-91","-90"
"18.0","20.0","-87","-93","-102","-67","-84","-85","-91","-90"
"18.0","20.0","-87","-87","-102","-67","-84","-80","-91","-90"
"18.0","20.0","-87","-87","-103","-67","-93","-80","-91","-90"
"18.0","20.0","-87","-87","-103","-72","-93","-80","-91","-90"
"18.0","20.0","-87","-87","-103","-72","-93","-81","-91","-90"
"18.0","20.0","-87","-92","-103","-72","-93","-81","-91","-90"
"18.0","20.0","-87","-87","-103","-72","-93","-81","-91","-90"
"18.0","20.0","-87","-91","-103","-72","-93","-81","-91","-90"
"18.0","20.0","-87","-92","-103","-72","-93","-81","-91","-90"
"18.0","20.0","-87","-92","-103","-69","-86","-81","-91","-90"
"18.0","20.0","-87","-93","-103","-69","-86","-81","-96","-90"
"18.0","20.0","-87","-91","-103","-69","-86","-81","-96","-90"
"18.0","20.0","-89","-91","-103","-69","-86","-81","-90","-90"
"18.0","20.0","-89","-91","-103","-69","-91","-80","-94","-90"
"18.0","20.0","-92","-91","-103","-69","-91","-86","-94","-90"
"18.0","20.0","-92","-91","-103","-69","-91","-86","-90","-91"
"18.0","20.0","-90","-91","-103","-64","-91","-86","-90","-91"
"18.0","20.0","-90","-91","-103","-64","-91","-80","-94","-91"
"18.0","20.0","-98","-91","-96","-64","-91","-86","-94","-91"
"18.0","20.0","-98","-92","-96","-64","-91","-86","-94","-93"
"18.0","20.0","-89","-92","-96","-65","-91","-86","-94","-93"
"18.0","20.0","-89","-92","-96","-65","-84","-86","-94","-93"
"18.0","20.0","-89","-92","-95","-65","-85","-86","-91","-93"
"18.0","20.0","-92","-91","-95","-65","-85","-86","-94","-93"
"18.0","20.0","-92","-91","-95","-67","-85","-86","-94","-98"
"18.0","20.0","-92","-85","-95","-67","-84","-86","-94","-98"
"18.0","20.0","-92","-85","-99","-67","-84","-86","-95","-98"
"18.0","20.0","-95","-88","-99","-67","-84","-86","-95","-98"
"18.0","20.0","-95","-86","-99","-72","-84","-86","-95","-100"
"18.0","20.0","-95","-86","-98","-66","-84","-86","-95","-100"
"18.0","20.0","-98","-92","-98","-68","-84","-86","-95","-100"
"18.0","20.0","-98","-92","-98","-67","-84","-86","-95","-99"
"18.0","20.0","-98","-92","-98","-67","-85","-86","-95","-99"
"18.0","20.0","-98","-91","-100","-66","-85","-86","-95","-99"
"18.0","20.0","-98","-91","-100","-66","-91","-86","-95","-99"
"18.0","20.0","-87","-90","-100","-66","-83","-84","-95","-99"
"18.0","20.0","-87","-90","-98","-67","-83","-81","-91","-99"
"18.0","20.0","-100","-90","-94","-67","-83","-81","-91","-92"
"18.0","20.0","-100","-93","-94","-66","-83","-81","-91","-92"
"18.0","20.0","-97","-93","-94","-66","-83","-81","-91","-92"
"18.0","20.0","-97","-93","-94","-67","-83","-81","-91","-92"
"18.0","20.0","-97","-93","-94","-67","-83","-81","-97","-92"
"18.0","20.0","-97","-93","-94","-67","-83","-81","-97","-94"
"18.0","20.0","-97","-93","-94","-67","-84","-81","-97","-94"
"18.0","20.0","-97","-94","-94","-67","-84","-81","-97","-94"
"18.0","20.0","-97","-94","-94","-67","-85","-81","-97","-94"
"18.0","20.0","-97","-94","-94","-67","-92","-86","-97","-94"
"18.0","20.0","-97","-94","-94","-65","-92","-86","-97","-94"
"18.0","20.0","-97","-94","-94","-65","-92","-86","-95","-94"
"18.0","20.0","-87","-94","-94","-66","-92","-81","-95","-94"
"18.0","20.0","-87","-86","-94","-66","-92","-81","-91","-93"
"18.0","20.0","-87","-86","-94","-66","-84","-86","-91","-93"
"18.0","20.0","-87","-86","-94","-66","-85","-86","-91","-93"
"18.0","20.0","-87","-86","-94","-67","-85","-81","-91","-100"
"18.0","20.0","-87","-86","-94","-67","-85","-81","-91","-100"
"18.0","20.0","-87","-86","-94","-67","-85","-81","-91","-100"
"18.0","20.0","-92","-86","-99","-65","-85","-84","-94","-92"
"18.0","20.0","-92","-91","-98","-65","-85","-84","-90","-92"
"18.0","20.0","-92","-94","-99","-68","-85","-83","-90","-92"
"18.0","20.0","-92","-90","-99","-68","-84","-83","-90","-92"
"18.0","20.0","-92","-90","-99","-68","-84","-80","-90","-92"
"18.0","20.0","-92","-90","-98","-67","-84","-80","-90","-92"
"18.0","20.0","-93","-90","-98","-67","-83","-80","-93","-93"
"18.0","20.0","-93","-90","-98","-65","-85","-83","-93","-93"
"18.0","20.0","-100","-90","-98","-65","-85","-83","-93","-93"
"18.0","20.0","-100","-90","-98","-65","-85","-83","-93","-93"
"18.0","20.0","-100","-90","-98","-67","-85","-83","-93","-93"
"18.0","20.0","-100","-90","-98","-67","-83","-86","-94","-93"
"18.0","20.0","-99","-90","-98","-67","-83","-86","-98","-93"
"18.0","20.0","-99","-90","-98","-67","-83","-87","-98","-93"
"18.0","20.0","-100","-90","-98","-66","-83","-87","-98","-93"
"18.0","20.0","-100","-90","-98","-69","-83","-87","-98","-93"
"18.0","20.0","-100","-90","-98","-69","-83","-84","-98","-93"
"18.0","20.0","-100","-90","-98","-69","-92","-84","-94","-93"
"18.0","20.0","-100","-86","-98","-69","-84","-84","-94","-93"
"18.0","20.0","-99","-86","-98","-69","-84","-84","-94","-92"
"18.0","20.0","-99","-86","-98","-64","-91","-84","-94","-92"
"18.0","20.0","-91","-86","-98","-64","-85","-84","-94","-92"
"18.0","20.0","-88","-86","-98","-64","-85","-84","-94","-92"
"18.0","20.0","-88","-85","-98","-64","-85","-84","-97","-92"
"18.0","20.0","-88","-85","-98","-64","-85","-84","-97","-92"
"18.0","20.0","-87","-86","-98","-68","-85","-84","-94","-93"
"18.0","20.0","-87","-92","-98","-68","-85","-84","-94","-93"
"18.0","20.0","-98","-89","-97","-68","-85","-84","-94","-93"
"18.0","20.0","-98","-89","-97","-67","-91","-86","-94","-93"
"18.0","20.0","-88","-89","-97","-67","-91","-86","-94","-93"
"18.0","20.0","-88","-94","-97","-68","-91","-81","-90","-93"
"18.0","20.0","-98","-94","-99","-68","-85","-86","-90","-93"
"18.0","20.0","-98","-85","-99","-66","-85","-86","-90","-94"
"18.0","20.0","-98","-85","-99","-68","-83","-83","-91","-94"
"18.0","20.0","-101","-85","-98","-68","-83","-83","-91","-94"
"14.0","20.0","-89","-88","-95","-69","-96","-82","-88","-96"
"14.0","20.0","-93","-88","-95","-69","-96","-87","-88","-96"
"14.0","20.0","-93","-88","-92","-69","-95","-84","-88","-96"
"14.0","20.0","-93","-88","-92","-66","-95","-84","-90","-96"
"14.0","20.0","-93","-88","-92","-72","-98","-87","-90","-96"
"14.0","20.0","-91","-89","-92","-72","-98","-87","-90","-96"
"14.0","20.0","-91","-95","-92","-72","-98","-87","-89","-96"
"14.0","20.0","-91","-95","-92","-66","-101","-87","-89","-100"
"14.0","20.0","-92","-88","-92","-66","-101","-87","-87","-100"
"14.0","20.0","-92","-88","-92","-68","-102","-87","-87","-100"
"14.0","20.0","-92","-88","-95","-66","-97","-87","-87","-100"
"14.0","20.0","-92","-88","-95","-66","-97","-87","-87","-100"
"14.0","20.0","-92","-88","-95","-73","-97","-84","-88","-100"
"14.0","20.0","-92","-88","-95","-73","-95","-84","-90","-95"
"14.0","20.0","-91","-93","-95","-73","-95","-84","-90","-95"
"14.0","20.0","-90","-93","-95","-73","-95","-84","-90","-95"
"14.0","20.0","-90","-93","-95","-72","-95","-84","-90","-101"
"14.0","20.0","-88","-88","-95","-72","-98","-84","-90","-101"
"14.0","20.0","-88","-93","-95","-72","-96","-86","-90","-101"
"14.0","20.0","-88","-93","-95","-72","-96","-86","-87","-99"
"14.0","20.0","-90","-88","-95","-72","-96","-81","-90","-99"
"14.0","20.0","-90","-90","-95","-67","-96","-81","-90","-99"
"14.0","20.0","-90","-90","-92","-67","-96","-81","-90","-99"
"14.0","20.0","-91","-89","-92","-68","-96","-81","-90","-99"
"14.0","20.0","-91","-89","-92","-68","-96","-81","-90","-97"
"14.0","20.0","-91","-89","-92","-66","-96","-81","-90","-97"
"14.0","20.0","-91","-89","-93","-66","-96","-81","-90","-97"
"14.0","20.0","-90","-89","-93","-66","-96","-81","-88","-97"
"14.0","20.0","-90","-89","-93","-67","-96","-81","-88","-97"
"14.0","20.0","-90","-89","-93","-67","-96","-81","-88","-97"
"14.0","20.0","-89","-94","-95","-67","-96","-81","-88","-97"
"14.0","20.0","-89","-89","-95","-67","-96","-87","-88","-97"
"14.0","20.0","-89","-89","-95","-66","-96","-81","-88","-97"
"14.0","20.0","-89","-90","-93","-73","-96","-81","-88","-97"
"14.0","20.0","-91","-93","-93","-73","-97","-84","-90","-97"
"14.0","20.0","-91","-93","-94","-73","-96","-84","-90","-97"
"14.0","20.0","-91","-87","-94","-73","-96","-84","-90","-100"
"14.0","20.0","-91","-95","-94","-76","-96","-84","-90","-100"
"14.0","20.0","-91","-95","-94","-76","-96","-85","-90","-97"
"14.0","20.0","-91","-86","-92","-76","-96","-85","-90","-100"
"14.0","20.0","-91","-102","-92","-81","-96","-85","-90","-100"
"14.0","20.0","-88","-102","-92","-72","-96","-85","-92","-100"
"14.0","20.0","-88","-102","-92","-66","-92","-85","-92","-100"
"14.0","20.0","-88","-86","-92","-73","-92","-85","-92","-100"
"14.0","20.0","-88","-86","-91","-73","-92","-96","-96","-100"
"14.0","20.0","-86","-86","-91","-72","-92","-96","-96","-100"
"14.0","20.0","-86","-87","-100","-72","-92","-96","-93","-100"
"14.0","20.0","-86","-87","-100","-73","-92","-96","-90","-98"
"14.0","20.0","-86","-87","-100","-73","-92","-94","-95","-96"
"14.0","20.0","-88","-87","-100","-73","-92","-94","-95","-97"
"14.0","20.0","-88","-86","-100","-73","-92","-94","-88","-97"
"14.0","20.0","-88","-86","-100","-63","-92","-94","-88","-97"
"14.0","20.0","-97","-86","-100","-74","-92","-94","-90","-97"
"14.0","20.0","-97","-86","-100","-74","-92","-85","-90","-97"
"14.0","20.0","-97","-86","-97","-74","-92","-85","-90","-97"
"14.0","20.0","-97","-91","-97","-74","-92","-85","-96","-97"
"14.0","20.0","-97","-85","-97","-75","-92","-85","-96","-93"
"14.0","20.0","-97","-85","-97","-75","-94","-86","-96","-93"
"14.0","20.0","-92","-85","-97","-75","-94","-86","-96","-93"
"14.0","20.0","-92","-85","-97","-72","-94","-86","-96","-93"
"14.0","20.0","-92","-85","-97","-66","-94","-81","-96","-98"
"14.0","20.0","-93","-85","-97","-66","-95","-81","-96","-98"
"14.0","20.0","-92","-86","-98","-66","-95","-81","-96","-98"
"14.0","20.0","-92","-92","-98","-86","-95","-92","-96","-98"
"14.0","20.0","-92","-93","-98","-72","-95","-92","-96","-96"
"14.0","20.0","-95","-93","-98","-66","-95","-86","-91","-96"
"14.0","20.0","-92","-93","-98","-66","-93","-86","-91","-96"
"14.0","20.0","-92","-93","-98","-66","-93","-86","-91","-97"
"14.0","20.0","-95","-93","-98","-66","-93","-92","-91","-97"
"14.0","20.0","-95","-93","-97","-66","-93","-92","-88","-97"
"14.0","20.0","-95","-93","-97","-66","-93","-93","-88","-95"
"14.0","20.0","-95","-93","-97","-71","-93","-93","-88","-95"
"14.0","20.0","-92","-86","-97","-86","-93","-85","-88","-98"
"14.0","20.0","-92","-89","-97","-86","-94","-85","-88","-98"
"14.0","20.0","-92","-89","-97","-83","-94","-90","-88","-98"
"14.0","20.0","-91","-90","-97","-83","-94","-90","-88","-98"
"14.0","20.0","-91","-90","-97","-83","-94","-90","-95","-98"
"14.0","20.0","-92","-90","-97","-83","-94","-90","-88","-95"
"14.0","20.0","-92","-93","-97","-83","-94","-80","-88","-95"
"14.0","20.0","-92","-93","-97","-70","-94","-80","-88","-95"
"14.0","20.0","-92","-93","-97","-65","-94","-85","-96","-95"
"14.0","20.0","-90","-93","-96","-65","-94","-85","-88","-95"
"14.0","20.0","-90","-93","-97","-65","-94","-85","-88","-94"
"14.0","20.0","-92","-93","-97","-70","-94","-85","-88","-94"
"14.0","20.0","-92","-87","-98","-70","-94","-85","-88","-94"
"14.0","20.0","-94","-92","-98","-79","-94","-85","-88","-94"
"14.0","20.0","-94","-92","-98","-79","-100","-82","-88","-98"
"14.0","20.0","-94","-92","-98","-79","-97","-82","-88","-98"
"14.0","20.0","-94","-92","-98","-79","-97","-81","-90","-98"
"14.0","20.0","-94","-92","-98","-79","-92","-81","-87","-95"
"14.0","20.0","-91","-92","-98","-79","-92","-81","-90","-95"
"14.0","20.0","-91","-92","-98","-79","-92","-81","-90","-95"
"14.0","20.0","-91","-92","-98","-79","-100","-82","-90","-95"
"14.0","20.0","-91","-92","-98","-79","-100","-82","-91","-95"
"14.0","20.0","-91","-92","-95","-79","-100","-85","-91","-95"
"14.0","20.0","-90","-92","-95","-79","-100","-85","-91","-95"
"14.0","20.0","-90","-92","-95","-79","-100","-82","-91","-95"
"14.0","20.0","-90","-82","-93","-79","-100","-82","-91","-95"
"14.0","20.0","-91","-82","-93","-72","-100","-82","-93","-95"
"14.0","20.0","-92","-82","-93","-72","-100","-82","-93","-95"
"14.0","20.0","-92","-82","-93","-72","-93","-82","-93","-95"
"14.0","20.0","-92","-82","-92","-72","-93","-82","-92","-98"
"14.0","20.0","-89","-82","-92","-72","-93","-82","-92","-101"
"14.0","20.0","-89","-84","-92","-70","-93","-82","-92","-101"
"14.0","20.0","-89","-84","-94","-70","-93","-82","-94","-101"
"14.0","20.0","-89","-84","-94","-70","-93","-82","-91","-97"
"14.0","20.0","-89","-84","-94","-70","-93","-82","-93","-100"
"14.0","20.0","-89","-84","-94","-70","-93","-82","-93","-96"
"14.0","20.0","-89","-84","-94","-70","-93","-93","-93","-96"
"14.0","20.0","-95","-84","-94","-67","-93","-93","-93","-99"
"14.0","20.0","-95","-84","-94","-66","-94","-93","-93","-99"
"14.0","20.0","-95","-99","-94","-65","-94","-93","-93","-99"
"14.0","20.0","-95","-99","-94","-72","-94","-93","-93","-99"
"14.0","20.0","-90","-99","-92","-72","-94","-93","-87","-99"
"14.0","20.0","-90","-86","-92","-66","-94","-93","-92","-99"
"14.0","20.0","-95","-86","-94","-66","-94","-84","-92","-99"
"14.0","20.0","-90","-86","-92","-69","-94","-84","-92","-99"
"14.0","20.0","-96","-86","-92","-66","-94","-93","-92","-99"
"14.0","20.0","-96","-86","-92","-66","-95","-93","-94","-99"
"14.0","20.0","-96","-86","-94","-66","-95","-93","-94","-98"
"14.0","20.0","-96","-86","-93","-65","-95","-93","-94","-98"
"14.0","20.0","-88","-86","-92","-65","-95","-82","-94","-98"
